OA_Downregulated	OA_Upregulated	Cold_Upregulated	Cold_Downregulated	Warm_Downregulated	Warm_Upregulated	Cold-OA_Upregulated	Cold-OA_Downregulated	Warm-OA_Upregualted	Warm-OA_Downregulated
				Q5R6X7					
				Q9Y4A8					
				Q58DM7					
				Q76LC6					
				Q0VIA1					
				Q28E61					
				Q6PB75					
				Q9Y3Y2					
				P23438					
				Q5ZL42					
				Q5TM62					
				Q1RMJ7					
				Q6NZ06					
				O42227					
				A0A0R4IC37					
				O75718					
				Q96DI7					
				P21328					
				P62315					
				Q922M5					
				A3KP48					
				P11369					
				Q6DBY2					
				O75521					
				P18700					
				A6QLP7					
				Q5RA42					
				Q9NRG1					
				A0A2V5GX43					
				P83299					
				P11233					
				Q7T370					
				Q99LE6					
				Q9D0D3					
				Q9UHE8					
				Q91W90					
				B9EMY6					
				Q5R9L9					
				Q8R332					
				Q7SZU9					
				P61220					
				A4QP81					
				Q7ZXB8					
				Q2KII6					
				Q7RTR2					
				Q5PQN5					
				Q5R8Y5					
				Q5R628					
				Q9Y3B6					
				Q08BS4					
				Q3MHK4					
				Q6DED0					
				P55862					
				F1QGH9					
				A2ACJ2					
				Q5RFQ0					
				P10620					
				Q5CZR5					
